mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_K,param_LL,param_N_latent,param_UL,param_alg,param_contamination,param_db_treshold,param_eps,param_len_window,param_max_features,param_max_samples,param_min_samples,param_n_clusters,param_train_data,param_treshold,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
24.979912996292114,0.36485815048217773,1.8696626424789429,0.44097912311553955,8,-0.5,3,0.5,Kmeans,0.01,0.1,0.1,500,1,500,50,3,data/train/ads-1.csv,0.55,"{'K': 8, 'LL': -0.5, 'N_latent': 3, 'UL': 0.5, 'alg': 'Kmeans', 'contamination': 0.01, 'db_treshold': 0.1, 'eps': 0.1, 'len_window': 500, 'max_features': 1, 'max_samples': 500, 'min_samples': 50, 'n_clusters': 3, 'train_data': 'data/train/ads-1.csv', 'treshold': 0.55}",0.3,0.32,0.31,0.010000000000000009,1
25.487287759780884,0.5947403907775879,1.6526238918304443,0.20463132858276367,8,-0.5,3,0.5,Kmeans,0.01,0.1,0.1,500,1,500,50,3,data/train/ads-1.csv,0.6500000000000001,"{'K': 8, 'LL': -0.5, 'N_latent': 3, 'UL': 0.5, 'alg': 'Kmeans', 'contamination': 0.01, 'db_treshold': 0.1, 'eps': 0.1, 'len_window': 500, 'max_features': 1, 'max_samples': 500, 'min_samples': 50, 'n_clusters': 3, 'train_data': 'data/train/ads-1.csv', 'treshold': 0.6500000000000001}",0.5454545454545454,0.4666666666666667,0.5060606060606061,0.03939393939393937,1
25.101760983467102,0.3330882787704468,1.8121272325515747,0.4779015779495239,8,-0.5,3,0.5,Kmeans,0.01,0.1,0.1,500,1,500,50,3,data/train/ads-1.csv,0.6000000000000001,"{'K': 8, 'LL': -0.5, 'N_latent': 3, 'UL': 0.5, 'alg': 'Kmeans', 'contamination': 0.01, 'db_treshold': 0.1, 'eps': 0.1, 'len_window': 500, 'max_features': 1, 'max_samples': 500, 'min_samples': 50, 'n_clusters': 3, 'train_data': 'data/train/ads-1.csv', 'treshold': 0.6000000000000001}",0.42857142857142855,0.4117647058823529,0.4201680672268907,0.008403361344537813,1
25.835683822631836,0.12411332130432129,1.740042805671692,0.12225449085235596,8,-0.5,3,0.5,Kmeans,0.01,0.1,0.1,500,1,500,50,3,data/train/ads-1.csv,0.7500000000000002,"{'K': 8, 'LL': -0.5, 'N_latent': 3, 'UL': 0.5, 'alg': 'Kmeans', 'contamination': 0.01, 'db_treshold': 0.1, 'eps': 0.1, 'len_window': 500, 'max_features': 1, 'max_samples': 500, 'min_samples': 50, 'n_clusters': 3, 'train_data': 'data/train/ads-1.csv', 'treshold': 0.7500000000000002}",0.7142857142857143,0.7777777777777778,0.746031746031746,0.031746031746031744,1
25.90992033481598,0.006330609321594238,1.633182406425476,0.22439682483673096,8,-0.5,3,0.5,Kmeans,0.01,0.1,0.1,500,1,500,50,3,data/train/ads-1.csv,0.7000000000000002,"{'K': 8, 'LL': -0.5, 'N_latent': 3, 'UL': 0.5, 'alg': 'Kmeans', 'contamination': 0.01, 'db_treshold': 0.1, 'eps': 0.1, 'len_window': 500, 'max_features': 1, 'max_samples': 500, 'min_samples': 50, 'n_clusters': 3, 'train_data': 'data/train/ads-1.csv', 'treshold': 0.7000000000000002}",0.6,0.6363636363636364,0.6181818181818182,0.018181818181818188,1
8.708614706993103,0.2221430540084839,0.8141428232192993,0.19925200939178467,8,-0.5,3,0.5,Kmeans,0.01,0.1,0.1,500,1,500,50,3,data/train/ads-1.csv,0.9000000000000004,"{'K': 8, 'LL': -0.5, 'N_latent': 3, 'UL': 0.5, 'alg': 'Kmeans', 'contamination': 0.01, 'db_treshold': 0.1, 'eps': 0.1, 'len_window': 500, 'max_features': 1, 'max_samples': 500, 'min_samples': 50, 'n_clusters': 3, 'train_data': 'data/train/ads-1.csv', 'treshold': 0.9000000000000004}",1.0,0.8571428571428571,0.9285714285714286,0.07142857142857145,1
8.840996980667114,0.05489301681518555,0.836901068687439,0.02581655979156494,8,-0.5,3,0.5,Kmeans,0.01,0.1,0.1,500,1,500,50,3,data/train/ads-1.csv,0.8500000000000003,"{'K': 8, 'LL': -0.5, 'N_latent': 3, 'UL': 0.5, 'alg': 'Kmeans', 'contamination': 0.01, 'db_treshold': 0.1, 'eps': 0.1, 'len_window': 500, 'max_features': 1, 'max_samples': 500, 'min_samples': 50, 'n_clusters': 3, 'train_data': 'data/train/ads-1.csv', 'treshold': 0.8500000000000003}",1.0,0.8571428571428571,0.9285714285714286,0.07142857142857145,1
9.49258041381836,0.16006779670715332,0.5561920404434204,0.002387404441833496,8,-0.5,3,0.5,Kmeans,0.01,0.1,0.1,500,1,500,50,3,data/train/ads-1.csv,1.0000000000000004,"{'K': 8, 'LL': -0.5, 'N_latent': 3, 'UL': 0.5, 'alg': 'Kmeans', 'contamination': 0.01, 'db_treshold': 0.1, 'eps': 0.1, 'len_window': 500, 'max_features': 1, 'max_samples': 500, 'min_samples': 50, 'n_clusters': 3, 'train_data': 'data/train/ads-1.csv', 'treshold': 1.0000000000000004}",1.0,1.0,1.0,0.0,1
9.292675018310547,0.19320344924926758,0.6184238195419312,0.03585946559906006,8,-0.5,3,0.5,Kmeans,0.01,0.1,0.1,500,1,500,50,3,data/train/ads-1.csv,0.9500000000000004,"{'K': 8, 'LL': -0.5, 'N_latent': 3, 'UL': 0.5, 'alg': 'Kmeans', 'contamination': 0.01, 'db_treshold': 0.1, 'eps': 0.1, 'len_window': 500, 'max_features': 1, 'max_samples': 500, 'min_samples': 50, 'n_clusters': 3, 'train_data': 'data/train/ads-1.csv', 'treshold': 0.9500000000000004}",1.0,0.8571428571428571,0.9285714285714286,0.07142857142857145,1
9.315770149230957,0.22923541069030762,0.6352344751358032,0.09131491184234619,8,-0.5,3,0.5,Kmeans,0.01,0.1,0.1,500,1,500,50,3,data/train/ads-1.csv,0.8000000000000003,"{'K': 8, 'LL': -0.5, 'N_latent': 3, 'UL': 0.5, 'alg': 'Kmeans', 'contamination': 0.01, 'db_treshold': 0.1, 'eps': 0.1, 'len_window': 500, 'max_features': 1, 'max_samples': 500, 'min_samples': 50, 'n_clusters': 3, 'train_data': 'data/train/ads-1.csv', 'treshold': 0.8000000000000003}",1.0,0.8571428571428571,0.9285714285714286,0.07142857142857145,1
